,Attacks,Malware,Vulnerabilities,SecurityBudget,DeliveryDelay,CommodityPrices,Inventory,TransportCost,AuditDeficiencies,ComplianceFailures,PolicyChanges
2021-06-26,62,48,11,19467.836765082116,13.753612838173765,20.776837265678388,137,106.35409146863117,2,6,0
2021-06-27,31,64,12,19475.00247810428,9.868954044963795,25.36947085091748,215,48.66281533344388,3,3,0
2021-06-28,30,43,26,24550.229196116685,4.81173573466089,18.136326062838904,201,73.72621081266192,4,5,0
2021-06-29,79,54,17,24196.349080280743,6.486886674908388,27.15311102864272,107,46.26180739251755,4,5,0
2021-06-30,79,54,18,18111.94737804009,9.242462347458194,25.219784040045596,317,41.22408057385227,3,5,0
2021-07-01,13,57,21,17090.58128780866,10.569091891163845,30.170345094784167,306,54.37408029993134,0,5,0
2021-07-02,84,66,21,23484.822099337398,7.956249660668078,22.056785060287144,177,279.44867272558565,2,1,0
2021-07-03,71,65,6,24060.190710443632,10.970110457872286,19.691779791843608,467,89.14018750813524,2,6,0
2021-07-04,71,44,27,20415.969227984868,13.093693350581567,12.073814017282237,154,49.01247089573368,9,5,1
2021-07-05,33,29,12,21294.237111171005,8.357980304814012,16.091564392034766,403,315.4543786586153,3,7,0
2021-07-06,64,43,24,17569.142846922936,16.796341113556217,18.960485052503795,327,168.8434759275698,5,7,1
2021-07-07,18,50,26,23008.026879785248,6.19795918983645,19.55246484419231,187,13.96193167638945,3,3,0
2021-07-08,12,46,24,21321.224284490232,5.523101979663963,31.743612011232507,109,401.66738364195584,4,2,0
2021-07-09,40,69,21,20035.135112979966,16.1542546737383,18.965116092217812,407,159.50470052015453,2,6,0
2021-07-10,49,50,-1,15601.085560783958,2.466717416534841,11.15823355364697,389,320.65761343698705,0,10,0
2021-07-11,45,56,17,24159.349625111536,7.142561363695435,23.322851783889398,263,118.48396816063865,1,5,0
2021-07-12,33,52,22,21154.51420384406,7.886343938416004,23.03249120134662,338,738.551348146282,0,4,0
2021-07-13,15,46,17,16926.910946929678,13.052945685405023,17.70535147780061,416,101.30252698899324,2,3,0
2021-07-14,75,30,29,21063.86116983053,4.25263497902706,30.638352288763087,243,10.635112538406334,5,4,0
2021-07-15,93,49,15,21774.633542399733,10.854344718258135,10.516894726285374,434,60.98510986335352,3,4,0
2021-07-16,84,82,15,20257.703366832255,9.866016923211623,26.247285497939323,117,245.21592018541998,3,4,0
2021-07-17,13,37,14,22181.017379560224,20.04381697219452,18.544516479609857,170,174.00543351833952,2,6,0
2021-07-18,88,31,16,20814.539479286243,6.3019474021952755,15.247911108603546,274,131.30012852260094,1,4,0
2021-07-19,15,69,21,24477.69582032148,12.174133207962322,32.0019913896871,441,55.346527978426046,3,2,0
2021-07-20,60,57,24,15536.970785993068,8.670689497211335,23.683483651456406,387,151.17213980017917,2,4,0
2021-07-21,71,51,23,16062.457084695605,9.652728734989307,18.507806584009778,398,146.29489112558488,2,7,0
2021-07-22,66,63,27,16736.7163695434,6.976089246434602,18.406181555668738,438,144.79963086251408,3,5,0
2021-07-23,75,41,30,21901.710706043323,12.84075411096117,21.37709417685107,347,254.08532052727148,1,9,0
2021-07-24,88,48,27,21455.958727498088,14.089839501083302,17.690182420408178,292,177.99739144544233,0,5,0
2021-07-25,84,59,0,23920.58860209694,10.922601782357528,26.49804262304402,424,115.31924481230683,3,4,0
2021-07-26,17,71,25,22328.774528838985,27.813571165745106,20.43842696531289,405,54.458293400477196,3,3,0
2021-07-27,35,38,13,20083.554875645925,8.059772243306764,25.087822258485314,367,578.2436216201604,5,6,0
2021-07-28,60,62,10,24918.317924636303,13.220147473401417,21.039631724983337,303,1076.6411231636453,2,5,0
2021-07-29,54,53,22,17661.07956169299,17.40436856034028,24.349174995871692,440,849.1278998352617,3,5,0
2021-07-30,53,51,16,23331.91659785454,11.911634963324925,26.727548758732375,222,298.59283417541604,3,6,0
2021-07-31,14,49,5,19267.903721939194,14.596724857448688,28.404649161328493,157,27.79675256148617,2,6,1
2021-08-01,79,36,10,21487.351388757343,18.351645020685165,22.454733438101353,438,24.59799712809787,6,2,0
2021-08-02,35,59,-14,22272.68470452434,12.156828951370791,15.667264571794645,300,85.76209373155572,5,7,0
2021-08-03,77,42,31,21337.540871903362,14.163344611557907,19.13708866235778,211,140.50575434386707,3,5,0
2021-08-04,28,39,1,16405.073031085933,6.347778196850681,19.8693106536102,227,134.85133092967348,1,4,0
2021-08-05,93,58,13,19429.510107479327,2.3258611757990804,17.133955809606967,135,180.14315361613905,3,5,0
2021-08-06,29,57,18,20614.38377933124,12.230254048032059,16.29922888498224,333,36.87572492673361,4,5,0
2021-08-07,21,50,17,23490.437591785965,8.24603988292161,20.87250284605205,409,740.5693980047843,2,3,1
2021-08-08,56,60,31,19436.457487985725,8.82724150461574,15.083461809461344,146,668.6352464590972,2,4,0
2021-08-09,10,64,4,24187.473048042513,8.29675740923343,14.112997546637036,214,39.99066724756984,3,4,0
2021-08-10,99,63,20,19403.742230252108,9.827661249091127,11.527820842708222,354,23.068232897668764,2,4,0
2021-08-11,23,44,23,20487.798592630115,10.589005047970883,22.401683474177077,322,135.67396128098144,1,2,0
2021-08-12,73,60,33,22962.856829428012,13.13115614948749,21.706239890739884,223,524.3138712988416,1,3,0
2021-08-13,47,52,22,20830.676844221438,11.762206739069605,18.376622483800826,259,143.71316952807933,3,3,0
2021-08-14,46,67,27,24602.18072382825,4.812714609653318,24.971156378843258,195,192.4728888264666,3,4,0
2021-08-15,20,48,8,21603.358305141275,14.220180031916255,15.005953213389738,206,95.61105386381229,3,8,0
2021-08-16,86,46,17,20227.09454067601,21.335753821314345,21.904370536609456,219,171.7910725180375,0,3,0
2021-08-17,12,43,17,15235.919677807959,8.442957892988224,20.270816802177396,200,381.6397619768762,4,4,0
2021-08-18,42,51,30,19137.3289758033,12.279620473508231,16.296598306636138,202,224.10377036414974,3,4,0
2021-08-19,15,54,11,17992.484192601605,11.718648008925765,17.537287851017478,265,263.8837664922038,5,7,0
2021-08-20,59,54,11,22481.05667887489,4.009688168191558,17.152520099727788,285,28.12799997912182,8,2,0
2021-08-21,19,53,16,17082.776751535457,8.720683968358044,21.26376984530723,131,1259.2635141332141,3,3,0
2021-08-22,14,56,5,17052.200872940717,5.147308259896575,22.967144368277765,165,28.46701808367459,2,3,0
2021-08-23,32,47,12,16895.19043237377,9.488763072324227,17.86803084242703,278,173.54241223236602,5,11,0
2021-08-24,19,41,36,16256.156131562358,8.611725591433409,16.439477379411805,366,127.68320736788746,3,5,0
2021-08-25,53,40,18,18110.070036708872,11.131994400961714,20.686110642633786,136,133.36550407638148,0,3,0
2021-08-26,11,59,22,23859.22114443425,7.455048347690035,11.741244162457727,300,354.18723346202614,4,4,0
2021-08-27,22,54,24,22749.28472305955,3.1363277731322414,20.171787332211355,457,73.12638159667767,1,3,0
2021-08-28,49,31,17,22352.512163067935,6.137831471233026,27.808877422608433,148,96.28305781933017,1,3,0
2021-08-29,11,60,11,22973.368056499625,7.185531940243575,16.480183648935096,374,47.152866551346264,2,7,0
2021-08-30,93,68,13,17694.178893295717,13.796261790443745,19.115724199625255,267,455.84774007643693,1,5,0
2021-08-31,74,42,16,23874.41690752488,6.855749000835001,25.122808746512227,362,193.65639348087126,3,6,0
2021-09-01,72,53,22,16373.033751416044,20.761630039474174,23.773366705375743,232,280.68080301855423,5,4,0
2021-09-02,82,45,17,18363.45726715582,13.669073532829428,20.309195408624255,397,334.28163379775367,4,5,0
2021-09-03,26,56,-4,20867.481189673428,5.694953002218364,19.70735736968279,443,1087.2564247272062,3,3,0
2021-09-04,18,38,20,16029.050883420006,7.345521845879081,13.822212123159183,275,913.1916995521908,3,4,0
2021-09-05,84,49,32,22301.30187776425,13.844922177839338,22.455764104489,490,205.00648725568212,4,6,0
2021-09-06,24,59,27,18872.46048203475,7.293517594734863,13.283124937942983,110,173.80999116655403,3,3,0
2021-09-07,33,62,27,22844.056656084,5.896641929955561,9.674075639394049,300,87.16981650862411,3,6,0
2021-09-08,47,54,26,19928.962855846028,6.5327352808216235,25.040515347249674,396,312.3604404591985,2,7,0
2021-09-09,44,46,16,16808.745244253365,8.583596447784455,21.934931491965553,102,301.00081095924605,3,3,0
2021-09-10,58,34,25,22347.618113553443,5.851282348167964,24.39867847528932,313,71.56518163174577,4,8,0
2021-09-11,78,42,11,17521.439558389437,11.515092681069342,16.317451730326713,395,304.8387510332592,2,2,0
2021-09-12,71,45,23,19908.10301268043,22.98110559752735,22.331819830877993,406,406.81335526779907,8,4,0
2021-09-13,69,43,22,15755.332691569076,9.567849459026476,17.804660506835603,131,48.34454425938779,2,5,0
2021-09-14,59,50,1,21178.666544120366,10.9817774879774,18.363786735191255,147,179.45311408145926,1,5,0
2021-09-15,87,46,26,21658.577662162774,7.8642406753852905,24.868770620947842,426,138.97180289022174,8,2,0
2021-09-16,84,51,31,18786.742099727835,23.051467298701958,19.25104353399302,351,147.61587984217513,2,7,0
2021-09-17,18,62,14,24544.22780321074,6.639410966341758,16.51807103953592,298,57.24537027472348,3,10,0
2021-09-18,43,45,27,23741.689214820683,9.487544733970736,13.172407889442246,188,23.88962444099653,1,3,0
2021-09-19,85,36,7,22079.409157399947,11.049883842354646,21.80344687930232,208,69.72672684728565,3,8,0
2021-09-20,44,42,22,22136.52074493743,6.774668125818687,25.297380837134213,390,60.61495751387348,6,5,1
2021-09-21,10,55,19,17524.017149421514,9.911084005027677,16.0843580497499,207,211.28819772964277,3,8,0
2021-09-22,49,56,20,21568.15231088449,13.837147397462118,23.4448946735462,139,214.75827994294727,2,3,0
2021-09-23,73,54,32,16982.0626523552,7.151700973290139,15.286106756332618,151,202.87544720166457,2,7,0
2021-09-24,31,63,29,16440.032239198223,4.648376056996214,23.746511516479927,211,36.71808183474102,2,2,0
2021-09-25,69,48,26,24994.678942025803,13.530563042910313,20.164572323307283,394,48.445605163773436,4,8,0
2021-09-26,73,70,15,21223.759314731742,11.81086430935453,21.3391808628159,167,80.10412211994439,3,6,0
2021-09-27,81,58,31,19309.878726571904,9.287541973182323,16.512948258438612,288,151.88794006903225,1,4,0
2021-09-28,20,24,8,17881.645228839512,7.097280499258812,21.78775431743425,431,106.15416822322062,5,3,0
2021-09-29,23,68,28,21039.204436622276,2.7334804647205164,17.01156379332679,308,202.47959166464895,2,7,0
2021-09-30,69,42,16,15495.935082200862,16.359888586385516,17.931632539325292,164,393.653199248684,3,5,0
2021-10-01,39,39,5,15946.80990504795,6.192912982662445,12.411861767260781,161,54.63672044777742,3,4,0
2021-10-02,44,55,23,15328.566977403963,6.558950155454623,16.139239195741,357,56.75419082942768,5,5,0
2021-10-03,94,32,13,19991.698332626616,6.574046448193807,17.372523485377332,233,169.92547967508014,4,7,0
2021-10-04,46,43,14,21006.066291871826,14.286221900419704,21.564047563193693,221,136.72469297861554,6,4,1
2021-10-05,14,65,15,15624.797613578208,18.397973824495644,22.978278877889373,430,312.1124568556281,4,2,0
2021-10-06,92,55,6,22212.244674989164,6.695653761470211,16.96034111788954,270,149.54190578075276,1,8,0
2021-10-07,87,58,12,17303.950715145646,5.838950336796093,19.177777308855326,309,846.0015822170491,4,4,0
2021-10-08,35,43,-6,21852.014537698662,8.839569048961382,28.431926322305504,395,30.329633295475297,2,4,0
2021-10-09,71,34,18,24818.971400352457,7.333952830477161,20.655542815424177,188,343.8539007246887,2,3,0
2021-10-10,13,57,8,21911.05870053851,5.630651727533956,17.315537777980488,266,181.15014107316668,5,8,0
2021-10-11,98,59,23,23831.930529236084,15.93138173651956,11.60175619905354,127,36.488565333508475,2,3,0
2021-10-12,51,58,14,24481.985067430673,12.85475940749534,15.730387433153867,337,18.765887231304752,2,6,1
2021-10-13,98,52,34,19867.510483523154,4.801556759371195,15.535651909614204,435,48.18177962055433,1,8,0
2021-10-14,27,40,29,22023.24979419707,10.909546404911117,29.889368602001895,162,497.247411193296,4,1,0
2021-10-15,49,74,15,23519.692535558417,10.500065102675926,15.757712388535047,354,443.736783164652,2,7,0
2021-10-16,81,54,26,18566.08912874386,13.10348215417296,20.25521464169123,495,130.4966446573975,4,4,0
2021-10-17,48,48,27,17613.973165603948,5.023961604560913,21.853787794394375,140,103.30926026648,0,6,0
2021-10-18,23,48,41,24465.985727783387,15.432544226139898,25.532624625094577,128,63.048420047820315,3,4,0
2021-10-19,41,51,21,22263.03500368818,8.457329158686075,20.040121209296338,378,123.05244918775497,6,6,0
2021-10-20,60,60,7,17196.821333758264,12.417727158992642,17.448427461996506,179,92.37333128224978,3,3,0
2021-10-21,47,51,23,19490.833926761134,5.602521886992517,17.11731724210058,150,820.5230895800623,1,1,0
2021-10-22,32,58,22,22964.517695378094,7.405260063289714,21.781899963399116,211,43.09661259128365,4,9,0
2021-10-23,72,51,22,20470.62990918442,6.745850979116918,16.57830271230089,460,219.73839036721495,0,1,0
2021-10-24,24,48,15,21499.52098165889,3.7256310391773906,14.479094286306175,400,860.1195072666183,2,7,0
2021-10-25,34,56,29,22537.682020450524,5.666460467716842,17.447478390848005,189,322.01006918696265,4,3,0
2021-10-26,26,56,35,21220.091888089806,6.583209429287927,13.377578293986717,328,48.217561273585495,1,4,0
2021-10-27,75,48,13,20400.79321922196,8.782422629825067,29.253082922602992,249,31.742922985878028,3,7,0
2021-10-28,87,42,8,22496.142843877737,12.73153877971432,22.982763550356886,342,195.27351270456117,5,3,0
2021-10-29,62,53,12,22275.630354322006,15.424944960266027,28.10421921707284,237,172.52173103797196,2,7,0
2021-10-30,60,50,27,21298.72400183179,14.020278554382607,22.427180183702443,234,508.9801904598336,1,5,0
2021-10-31,48,44,23,18597.894133819296,14.513650994146172,27.62296515021282,188,256.83859399968173,5,4,0
2021-11-01,60,41,22,19058.120922002716,17.292122242169874,21.83732332027958,114,91.39219453302064,1,6,0
2021-11-02,79,54,18,24704.385488840977,9.784183480374523,23.63090660497668,432,85.3948053270277,2,4,0
2021-11-03,15,55,21,16123.859322915258,14.731504239324966,9.33140486729409,461,40.19900722888089,2,4,0
2021-11-04,76,46,15,17685.049172528354,7.48246351349907,15.428352015119053,273,168.9097144726653,2,6,0
2021-11-05,16,44,19,19924.017592043358,9.48074444988702,20.18463887627986,189,36.43579786398683,2,4,0
2021-11-06,60,41,26,23367.29686143786,9.192211297441599,20.305938823949443,312,368.7025965252195,1,3,0
2021-11-07,81,53,39,16636.75663729728,11.434870038258474,19.61809490663582,442,267.509535176089,2,7,0
2021-11-08,51,41,33,17769.5461812461,9.12498846115382,22.264976385453515,160,259.162687215702,3,7,0
2021-11-09,73,72,33,15657.98217795239,6.209212970634655,22.471014689649902,463,39.57402181643828,3,5,0
2021-11-10,24,45,18,22059.852660508186,7.279861862331211,24.325579085439198,319,127.74506508804174,0,5,0
2021-11-11,38,25,19,17382.094354756162,8.35800890301455,23.34496760552069,160,100.55394797494633,5,6,0
2021-11-12,42,49,24,18886.747506709504,3.5592426616367487,26.020436997887472,406,164.4828623375485,7,5,0
2021-11-13,36,49,32,19437.01447029668,16.509683346327048,26.061168087132387,265,251.7692216467015,3,4,0
2021-11-14,45,61,11,23913.13935606456,10.598799153767716,20.873322244376823,111,88.80144741330426,1,11,0
2021-11-15,38,52,15,19113.302903312368,11.53994386728864,30.40824394282153,315,92.20519516570725,3,3,1
2021-11-16,47,41,10,16452.25019915249,13.598313878361392,26.796652674608072,176,292.9282904394692,1,5,0
2021-11-17,66,47,22,20243.14938340121,13.555607125794362,15.965245477672319,331,47.966365052813074,3,8,0
2021-11-18,36,53,15,24629.579946486294,6.830312261958983,21.963016655286467,211,70.33985485591383,3,6,0
2021-11-19,64,28,16,21076.85641050811,12.052931905685284,10.786909290421924,165,149.28195482469704,1,8,0
2021-11-20,42,63,7,24833.872204605726,12.168369054936882,11.629008591588258,281,364.9354078141194,5,4,0
2021-11-21,77,41,16,23411.0730893887,9.409396316226056,17.502528348321196,303,56.32988782930219,4,4,0
2021-11-22,95,64,29,15359.657562134129,5.930320053842496,15.62277535668127,470,888.6460298675818,0,7,0
2021-11-23,75,53,14,21583.99595377042,10.904502183665217,17.53328524962872,305,38.44917498269187,3,4,0
2021-11-24,19,56,24,17867.668775578837,3.1572287307610343,21.642469311982918,385,699.4391671114912,1,6,0
2021-11-25,14,61,22,20596.16855644724,20.199738659809423,26.12645152924865,204,492.54712878257413,11,3,0
2021-11-26,83,55,29,17793.451909312265,8.47697344245757,25.858759682365537,341,35.51298512430442,0,6,0
2021-11-27,47,56,10,18488.704166052903,8.71461141396978,22.06596868483986,334,29.014527795929414,4,5,0
2021-11-28,22,48,38,24231.68711754179,10.571813971669416,14.564402904689391,275,304.8635101823723,3,4,0
2021-11-29,40,53,21,17066.431848917055,15.508431868606378,17.2130593935012,310,101.75813937173046,3,5,0
2021-11-30,56,44,46,23741.091180258307,3.7959687811652394,23.18591662703606,130,54.220168424979775,0,6,0
2021-12-01,97,46,31,15304.578080704969,18.116625410314356,15.869417492298261,334,908.4148967467289,1,1,0
2021-12-02,61,69,13,15908.765383696484,3.5432059968118246,13.665416312180724,341,44.97458533078593,4,6,0
2021-12-03,65,41,5,23546.750413842637,20.77198224766808,22.461585628020785,252,71.74092762742922,7,5,0
2021-12-04,24,51,14,21305.560309091954,10.045794891022679,19.758186817077462,295,80.76968317609591,1,3,0
2021-12-05,38,51,20,22472.3613803955,5.375034179519504,18.945404800964386,368,9.029989210372069,0,6,0
2021-12-06,17,46,12,17094.176708218543,8.385109197092458,25.549009678261747,483,162.6121242320502,2,4,0
2021-12-07,14,55,11,20370.834555901034,3.031278241575838,25.4440404182518,269,59.64685629621624,4,4,0
2021-12-08,38,55,19,22372.192235713046,8.201668513001275,28.905589953696516,456,333.79803178815126,2,5,0
2021-12-09,56,40,3,21273.141370102625,9.142631524126509,16.742941049967936,422,380.4149851217022,3,6,0
2021-12-10,77,51,10,19716.987668912094,11.895888987614116,22.148667904450438,435,187.11455075915566,3,8,0
2021-12-11,85,39,18,24597.83786437715,10.74652263565961,20.095042352786756,331,189.24578683775346,1,3,0
2021-12-12,54,57,6,21761.573334534452,6.41256452516181,21.691579158726743,283,174.79067486886285,3,4,0
2021-12-13,11,51,17,24077.508002412378,9.96638222409458,14.328094121075464,458,73.67001139211725,2,2,0
2021-12-14,36,50,19,22297.70511573681,8.887171747023848,12.98763332782394,374,80.25202935081278,4,6,0
2021-12-15,45,56,19,22354.63528597683,4.735154770425159,19.79891931885599,498,557.3686932412819,4,5,0
2021-12-16,45,47,29,15800.182697576793,7.544914286829351,15.787437050129526,131,309.58770992087005,2,6,0
2021-12-17,35,59,20,18594.646218539434,12.294649265308848,24.691038102756437,276,182.37900822016195,1,4,0
2021-12-18,52,40,19,23583.694067196586,10.504082403136493,12.496613163207002,164,270.4440739739712,3,7,0
2021-12-19,36,64,18,17326.038621487558,5.192283893402754,12.908995563768599,297,139.6188864899812,2,5,0
2021-12-20,78,44,27,16155.058661564663,9.333018580635494,17.916687623755717,126,178.56394445773876,5,9,0
2021-12-21,29,33,30,18261.060566387936,5.309639039659186,12.309624970335447,250,268.947693078051,3,2,0
2021-12-22,20,46,28,17204.37884892614,8.30998796007762,28.38001566048664,402,18.647632226594965,3,5,0
2021-12-23,83,45,23,24252.88194793155,8.128928230006027,19.08541313031854,367,367.28529553645905,7,7,0
2021-12-24,47,46,10,23679.666420021313,10.041817397695262,16.985996473179867,184,341.83912141125506,4,5,0
2021-12-25,15,52,15,19996.83230282904,9.578044284081182,22.339820128131603,165,67.98667451054021,2,1,0
2021-12-26,81,60,4,15613.43874483868,5.321853251457326,24.419242680103714,232,514.9668430462965,4,10,0
2021-12-27,32,48,32,22145.62346093156,7.452038391236129,21.03479450542143,492,16.16236215452591,3,4,0
2021-12-28,56,43,23,21234.117313362647,5.745450895098793,19.659542535539686,465,211.2311612643243,3,3,0
2021-12-29,99,38,25,24705.546707284957,8.805892779493643,15.082635376479345,181,154.45967307264786,6,5,0
2021-12-30,55,45,16,20589.53240270377,5.393614127660538,23.154546594606096,480,108.91077023743767,2,5,0
2021-12-31,21,31,28,18363.937234029094,13.722614377022758,27.08351545093098,418,151.31554032068522,0,7,0
2022-01-01,99,42,14,20190.216935785556,7.375819123935507,18.901401225663545,427,265.79638834700717,3,4,0
2022-01-02,22,62,-12,24792.632914045163,23.731555149697826,15.756072498444894,197,24.39630645424478,3,5,0
2022-01-03,71,41,17,21963.624325330304,10.201698789078108,20.907478837503472,172,403.81812473161307,1,5,0
2022-01-04,91,56,21,21719.761379270512,4.736754197277173,20.013249470002776,426,98.46749439965576,3,4,0
2022-01-05,98,37,19,17406.815897258854,2.494490314454123,13.918238087129797,129,409.71133394264155,0,8,0
2022-01-06,69,67,29,22436.025175606177,4.914238014268845,17.48655650396019,224,282.45455705079206,2,7,0
2022-01-07,52,68,9,22502.718294717717,16.265604378610465,28.942428839891313,309,96.44084922975799,4,5,0
2022-01-08,85,55,21,18172.889837759052,4.659015599654773,13.262225664454519,371,137.09495715105754,6,0,0
2022-01-09,77,69,20,19837.138323907133,15.820536491429039,16.546898232877858,312,145.39011427161273,3,8,0
2022-01-10,14,53,15,17946.03332940456,11.88005309899805,15.256433127381186,232,739.7116001646274,3,3,0
2022-01-11,46,57,27,17587.050703242865,10.100979846330766,15.698500789041928,256,47.444196658772654,0,3,0
2022-01-12,81,62,25,15258.960702494851,15.904056667774732,17.772618029202405,146,95.76786049194696,7,3,0
2022-01-13,40,51,25,17852.11744653332,13.51898095014105,22.241910507306297,456,30.502600708974327,3,3,0
2022-01-14,18,34,29,20539.69949878275,8.608080633784718,26.542812653105656,462,167.99063698803263,4,7,0
2022-01-15,60,57,24,15016.011875490289,3.667756785670726,21.016607969641584,481,79.5583716242655,5,5,0
2022-01-16,38,45,14,17832.190838096674,11.989266481797966,16.578090894182324,121,89.82187056479451,2,9,0
2022-01-17,87,46,24,23814.1033232325,5.7086994374758175,27.699575729451624,182,655.036135357826,0,3,0
2022-01-18,49,52,15,20936.48585107361,5.951167376581354,9.657182394979149,333,65.14597214860137,1,5,0
2022-01-19,50,55,14,21078.628240809805,8.471781257243963,23.367390764060787,159,126.52981244885818,1,10,0
2022-01-20,95,51,7,19033.643050263534,6.897085970687523,14.866206904856018,287,93.82203224857017,2,7,0
2022-01-21,20,56,25,21764.72143492411,8.929352923440257,19.745384112681513,157,99.89999377378912,2,6,0
2022-01-22,32,42,24,16899.327662303593,8.187297971790208,22.815499637753625,358,2372.7137220712193,3,3,0
2022-01-23,10,49,14,23187.468103841915,9.715364052034358,11.973119451417594,261,26.180747255208903,2,7,1
2022-01-24,55,58,25,16166.891199358997,11.52275555874126,20.70826909125509,400,282.6101943414718,3,4,0
2022-01-25,30,67,32,21560.013546531092,17.211185206392592,21.092385339567638,405,1681.3854150590676,3,5,0
2022-01-26,99,71,9,18411.49325819683,12.676698888214602,27.311688410816803,101,436.6298326883851,6,5,0
2022-01-27,45,54,14,22475.12970582477,11.171234047330925,33.57574658611259,370,155.54610229344013,4,5,0
2022-01-28,63,58,25,20497.6455126602,7.773882131274263,12.235150971312232,242,45.93519872219795,4,6,0
2022-01-29,96,69,15,19523.530384787162,7.224234564049254,27.08576841916267,287,547.17809478309,1,6,0
2022-01-30,66,43,22,16694.22402093247,3.297343339889573,19.81059882930119,451,378.927910828901,0,2,0
2022-01-31,10,56,7,21368.21464284353,7.987023477767017,15.957143804339509,440,32.14662803775991,4,5,0
2022-02-01,72,57,19,24747.698434204132,12.067513910990378,21.84526585127584,323,107.73976865947559,2,6,0
2022-02-02,63,64,25,23256.03424907015,4.2236860678317045,13.488543021568388,466,44.42960620861677,7,4,0
2022-02-03,64,38,23,15600.081925890117,8.536902213931914,13.786936830979862,279,8.503518009371062,3,4,0
2022-02-04,49,40,27,18762.29378361191,9.619079400523372,11.324206808842062,122,43.40794632452621,1,3,0
2022-02-05,24,50,29,24255.830091902717,10.810940266394494,22.730445050616147,454,164.91649026642003,1,4,0
2022-02-06,30,53,26,20030.437475570216,11.485490737571375,21.63505912509656,136,265.15622411835164,4,10,0
2022-02-07,56,61,23,21621.11825808179,13.590104159121426,15.928081524698083,206,107.40030767808115,3,4,0
2022-02-08,82,55,2,24125.993455913904,4.738431766187486,27.618009068458235,396,586.4722735210594,4,5,0
2022-02-09,62,48,20,23737.946904198805,10.219905699775182,16.685221550825993,328,415.4822578841414,3,6,0
2022-02-10,18,54,3,20018.20375540511,9.290645152740257,26.414947970727862,412,130.9377949725301,2,1,0
2022-02-11,83,53,27,19376.46302657602,3.3175691577653645,20.610404385167705,196,115.28384588421382,0,8,0
2022-02-12,61,67,16,18396.92618479587,16.702108661069772,16.618158384943516,380,217.61764888660784,1,4,0
2022-02-13,66,51,21,22190.194431628912,13.445946445928216,19.425092983758812,209,145.7880114510509,3,7,0
2022-02-14,35,46,15,17869.867994715434,5.765364495381065,13.731287305519047,136,35.67021113337747,3,2,0
2022-02-15,50,54,26,17498.876064309003,7.034276181440897,21.083666815221356,139,110.45608435494215,3,3,0
2022-02-16,44,51,30,18562.498946037802,15.487430715958643,20.152750396818558,184,288.75171403643486,1,4,0
2022-02-17,72,34,17,16772.15056878792,7.592901038335658,22.6372373055855,401,552.6584970946333,6,4,0
2022-02-18,34,49,29,21951.198159457672,16.50404198345857,24.39576196542369,287,387.6736575052742,2,7,0
2022-02-19,99,48,14,21162.406493306124,12.065486727693042,20.578078884266027,339,207.32812799557928,2,1,0
2022-02-20,84,44,20,19828.785341158436,11.829379046678342,12.618391726112687,457,637.3835810942728,5,6,0
2022-02-21,47,60,29,18903.257792615546,9.606090021467544,24.66181666236524,453,226.77348777006026,4,3,0
2022-02-22,11,42,16,24090.625428967316,13.878830326088522,20.073319833898328,118,135.83622721782757,4,7,0
2022-02-23,16,54,35,15291.237849891053,2.8911317694706575,10.529686944683123,446,651.1314669848555,2,7,0
2022-02-24,91,48,10,22691.07743507299,8.442077124791352,21.548074019823193,492,304.98379950900676,8,5,0
2022-02-25,43,51,0,24019.09571748889,13.807842640760255,21.925619869541432,424,545.6638319660707,5,3,0
2022-02-26,26,54,31,19463.545794299258,13.434732864880797,18.20760179534837,360,45.258619241150576,5,6,0
2022-02-27,52,36,6,20506.904914706465,16.334747690634135,19.010815715814417,257,62.785953060287746,7,3,0
2022-02-28,68,51,44,24444.63687882038,14.168840504106234,17.02367444301648,403,65.53569300506781,2,3,0
2022-03-01,60,72,34,17122.775152855145,6.407476571023856,22.080633397578136,211,177.99876726574416,2,6,0
2022-03-02,63,34,10,20201.34847784685,4.99961907914758,20.69995692496439,243,919.9777943376623,3,11,0
2022-03-03,33,49,20,19747.21127128213,10.671455634503463,15.458856498544481,355,47.515364787339976,6,8,0
2022-03-04,34,61,12,17583.926478703703,16.880790600372503,28.089852893941227,117,367.00115889552256,2,5,0
2022-03-05,80,53,18,23185.93230373108,7.653765302511236,16.67098465337021,283,44.58651485305032,6,5,0
2022-03-06,61,56,6,23996.00594763236,10.444498977515705,6.467407710925684,386,1233.387097684256,6,12,0
2022-03-07,79,26,13,22819.325797882087,15.986218194405112,17.646628818704315,484,30.06459819170778,4,5,0
2022-03-08,97,55,17,16953.589608486083,6.079045225289512,25.154687840181623,230,311.1578466006976,5,4,0
2022-03-09,42,42,18,15867.486355013816,16.91721028449131,18.967339817250306,380,357.9435967657457,4,8,0
2022-03-10,58,53,38,21054.444853053425,4.353612890303385,11.826101109578605,344,275.89075962296744,2,3,0
2022-03-11,38,49,27,15570.94760509884,10.541757629953354,14.859542780750704,107,61.72878970974694,2,2,0
2022-03-12,72,72,25,21728.258885580843,12.333243377099382,14.595067921129711,292,51.60695900854348,6,6,0
2022-03-13,31,55,20,20304.242203272428,13.053781435911418,17.1235687745702,417,529.7475792073,5,2,0
2022-03-14,35,48,28,21627.857327436635,4.413862551960686,18.691475117699156,490,423.43780010163215,2,4,0
